trade_date,trade_status,day_week
2021-05-29,0,7
2021-05-30,0,1
2021-05-31,1,2
2021-06-01,1,3
2021-06-02,1,4
2021-06-03,1,5
2021-06-04,1,6
2021-06-05,0,7
2021-06-06,0,1
2021-06-07,1,2
2021-06-08,1,3
2021-06-09,1,4
2021-06-10,1,5
2021-06-11,1,6
2021-06-12,0,7
2021-06-13,0,1
2021-06-14,0,2
2021-06-15,1,3
2021-06-16,1,4
2021-06-17,1,5
2021-06-18,1,6
2021-06-19,0,7
2021-06-20,0,1
2021-06-21,1,2
2021-06-22,1,3
2021-06-23,1,4
2021-06-24,1,5
2021-06-25,1,6
2021-06-26,0,7
2021-06-27,0,1
2021-06-28,1,2
2021-06-29,1,3
2021-06-30,1,4
2021-07-01,1,5
2021-07-02,1,6
2021-07-03,0,7
2021-07-04,0,1
2021-07-05,1,2
2021-07-06,1,3
2021-07-07,1,4
2021-07-08,1,5
2021-07-09,1,6
2021-07-10,0,7
2021-07-11,0,1
2021-07-12,1,2
2021-07-13,1,3
2021-07-14,1,4
2021-07-15,1,5
2021-07-16,1,6
2021-07-17,0,7
2021-07-18,0,1
2021-07-19,1,2
2021-07-20,1,3
2021-07-21,1,4
2021-07-22,1,5
2021-07-23,1,6
2021-07-24,0,7
2021-07-25,0,1
2021-07-26,1,2
2021-07-27,1,3
2021-07-28,1,4
2021-07-29,1,5
2021-07-30,1,6
2021-07-31,0,7
2021-08-01,0,1
2021-08-02,1,2
2021-08-03,1,3
2021-08-04,1,4
2021-08-05,1,5
2021-08-06,1,6
2021-08-07,0,7
2021-08-08,0,1
2021-08-09,1,2
2021-08-10,1,3
2021-08-11,1,4
2021-08-12,1,5
2021-08-13,1,6
2021-08-14,0,7
2021-08-15,0,1
2021-08-16,1,2
2021-08-17,1,3
2021-08-18,1,4
2021-08-19,1,5
2021-08-20,1,6
2021-08-21,0,7
2021-08-22,0,1
2021-08-23,1,2
2021-08-24,1,3
2021-08-25,1,4
2021-08-26,1,5
2021-08-27,1,6
2021-08-28,0,7
2021-08-29,0,1
2021-08-30,1,2
2021-08-31,1,3
2021-09-01,1,4
2021-09-02,1,5
2021-09-03,1,6
2021-09-04,0,7
2021-09-05,0,1
2021-09-06,1,2
2021-09-07,1,3
2021-09-08,1,4
2021-09-09,1,5
2021-09-10,1,6
2021-09-11,0,7
2021-09-12,0,1
2021-09-13,1,2
2021-09-14,1,3
2021-09-15,1,4
2021-09-16,1,5
2021-09-17,1,6
2021-09-18,0,7
2021-09-19,0,1
2021-09-20,0,2
2021-09-21,0,3
2021-09-22,1,4
2021-09-23,1,5
2021-09-24,1,6
2021-09-25,0,7
2021-09-26,0,1
2021-09-27,1,2
2021-09-28,1,3
2021-09-29,1,4
2021-09-30,1,5
2021-10-01,0,6
2021-10-02,0,7
2021-10-03,0,1
2021-10-04,0,2
2021-10-05,0,3
2021-10-06,0,4
2021-10-07,0,5
2021-10-08,1,6
2021-10-09,0,7
2021-10-10,0,1
2021-10-11,1,2
2021-10-12,1,3
2021-10-13,1,4
2021-10-14,1,5
2021-10-15,1,6
2021-10-16,0,7
2021-10-17,0,1
2021-10-18,1,2
2021-10-19,1,3
2021-10-20,1,4
2021-10-21,1,5
2021-10-22,1,6
2021-10-23,0,7
2021-10-24,0,1
2021-10-25,1,2
2021-10-26,1,3
2021-10-27,1,4
2021-10-28,1,5
2021-10-29,1,6
2021-10-30,0,7
2021-10-31,0,1
2021-11-01,1,2
2021-11-02,1,3
2021-11-03,1,4
2021-11-04,1,5
2021-11-05,1,6
2021-11-06,0,7
2021-11-07,0,1
2021-11-08,1,2
2021-11-09,1,3
2021-11-10,1,4
2021-11-11,1,5
2021-11-12,1,6
2021-11-13,0,7
2021-11-14,0,1
2021-11-15,1,2
2021-11-16,1,3
2021-11-17,1,4
2021-11-18,1,5
2021-11-19,1,6
2021-11-20,0,7
2021-11-21,0,1
2021-11-22,1,2
2021-11-23,1,3
2021-11-24,1,4
2021-11-25,1,5
2021-11-26,1,6
2021-11-27,0,7
2021-11-28,0,1
2021-11-29,1,2
2021-11-30,1,3
2021-12-01,1,4
2021-12-02,1,5
2021-12-03,1,6
2021-12-04,0,7
2021-12-05,0,1
2021-12-06,1,2
2021-12-07,1,3
2021-12-08,1,4
2021-12-09,1,5
2021-12-10,1,6
2021-12-11,0,7
2021-12-12,0,1
2021-12-13,1,2
2021-12-14,1,3
2021-12-15,1,4
2021-12-16,1,5
2021-12-17,1,6
2021-12-18,0,7
2021-12-19,0,1
2021-12-20,1,2
2021-12-21,1,3
2021-12-22,1,4
2021-12-23,1,5
2021-12-24,1,6
2021-12-25,0,7
2021-12-26,0,1
2021-12-27,1,2
2021-12-28,1,3
2021-12-29,1,4
2021-12-30,1,5
2021-12-31,1,6
