trade_date,trade_status,day_week
2012-04-06,1,6
2012-04-07,0,7
2012-04-08,0,1
2012-04-09,1,2
2012-04-10,1,3
2012-04-11,1,4
2012-04-12,1,5
2012-04-13,1,6
2012-04-14,0,7
2012-04-15,0,1
2012-04-16,1,2
2012-04-17,1,3
2012-04-18,1,4
2012-04-19,1,5
2012-04-20,1,6
2012-04-21,0,7
2012-04-22,0,1
2012-04-23,1,2
2012-04-24,1,3
2012-04-25,1,4
2012-04-26,1,5
2012-04-27,1,6
2012-04-28,0,7
2012-04-29,0,1
2012-04-30,0,2
2012-05-01,0,3
2012-05-02,1,4
2012-05-03,1,5
2012-05-04,1,6
2012-05-05,0,7
2012-05-06,0,1
2012-05-07,1,2
2012-05-08,1,3
2012-05-09,1,4
2012-05-10,1,5
2012-05-11,1,6
2012-05-12,0,7
2012-05-13,0,1
2012-05-14,1,2
2012-05-15,1,3
2012-05-16,1,4
2012-05-17,1,5
2012-05-18,1,6
2012-05-19,0,7
2012-05-20,0,1
2012-05-21,1,2
2012-05-22,1,3
2012-05-23,1,4
2012-05-24,1,5
2012-05-25,1,6
2012-05-26,0,7
2012-05-27,0,1
2012-05-28,1,2
2012-05-29,1,3
2012-05-30,1,4
2012-05-31,1,5
2012-06-01,1,6
2012-06-02,0,7
2012-06-03,0,1
2012-06-04,1,2
2012-06-05,1,3
2012-06-06,1,4
2012-06-07,1,5
2012-06-08,1,6
2012-06-09,0,7
2012-06-10,0,1
2012-06-11,1,2
2012-06-12,1,3
2012-06-13,1,4
2012-06-14,1,5
2012-06-15,1,6
2012-06-16,0,7
2012-06-17,0,1
2012-06-18,1,2
2012-06-19,1,3
2012-06-20,1,4
2012-06-21,1,5
2012-06-22,0,6
2012-06-23,0,7
2012-06-24,0,1
2012-06-25,1,2
2012-06-26,1,3
2012-06-27,1,4
2012-06-28,1,5
2012-06-29,1,6
2012-06-30,0,7
2012-07-01,0,1
2012-07-02,1,2
2012-07-03,1,3
2012-07-04,1,4
2012-07-05,1,5
2012-07-06,1,6
2012-07-07,0,7
2012-07-08,0,1
2012-07-09,1,2
2012-07-10,1,3
2012-07-11,1,4
2012-07-12,1,5
2012-07-13,1,6
2012-07-14,0,7
2012-07-15,0,1
2012-07-16,1,2
2012-07-17,1,3
2012-07-18,1,4
2012-07-19,1,5
2012-07-20,1,6
2012-07-21,0,7
2012-07-22,0,1
2012-07-23,1,2
2012-07-24,1,3
2012-07-25,1,4
2012-07-26,1,5
2012-07-27,1,6
2012-07-28,0,7
2012-07-29,0,1
2012-07-30,1,2
2012-07-31,1,3
2012-08-01,1,4
2012-08-02,1,5
2012-08-03,1,6
2012-08-04,0,7
2012-08-05,0,1
2012-08-06,1,2
2012-08-07,1,3
2012-08-08,1,4
2012-08-09,1,5
2012-08-10,1,6
2012-08-11,0,7
2012-08-12,0,1
2012-08-13,1,2
2012-08-14,1,3
2012-08-15,1,4
2012-08-16,1,5
2012-08-17,1,6
2012-08-18,0,7
2012-08-19,0,1
2012-08-20,1,2
2012-08-21,1,3
2012-08-22,1,4
2012-08-23,1,5
2012-08-24,1,6
2012-08-25,0,7
2012-08-26,0,1
2012-08-27,1,2
2012-08-28,1,3
2012-08-29,1,4
2012-08-30,1,5
2012-08-31,1,6
2012-09-01,0,7
2012-09-02,0,1
2012-09-03,1,2
2012-09-04,1,3
2012-09-05,1,4
2012-09-06,1,5
2012-09-07,1,6
2012-09-08,0,7
2012-09-09,0,1
2012-09-10,1,2
2012-09-11,1,3
2012-09-12,1,4
2012-09-13,1,5
2012-09-14,1,6
2012-09-15,0,7
2012-09-16,0,1
2012-09-17,1,2
2012-09-18,1,3
2012-09-19,1,4
2012-09-20,1,5
2012-09-21,1,6
2012-09-22,0,7
2012-09-23,0,1
2012-09-24,1,2
2012-09-25,1,3
2012-09-26,1,4
2012-09-27,1,5
2012-09-28,1,6
2012-09-29,0,7
2012-09-30,0,1
2012-10-01,0,2
2012-10-02,0,3
2012-10-03,0,4
2012-10-04,0,5
2012-10-05,0,6
2012-10-06,0,7
2012-10-07,0,1
2012-10-08,1,2
2012-10-09,1,3
2012-10-10,1,4
2012-10-11,1,5
2012-10-12,1,6
2012-10-13,0,7
2012-10-14,0,1
2012-10-15,1,2
2012-10-16,1,3
2012-10-17,1,4
2012-10-18,1,5
2012-10-19,1,6
2012-10-20,0,7
2012-10-21,0,1
2012-10-22,1,2
2012-10-23,1,3
2012-10-24,1,4
2012-10-25,1,5
2012-10-26,1,6
2012-10-27,0,7
2012-10-28,0,1
2012-10-29,1,2
2012-10-30,1,3
2012-10-31,1,4
2012-11-01,1,5
2012-11-02,1,6
2012-11-03,0,7
2012-11-04,0,1
2012-11-05,1,2
2012-11-06,1,3
2012-11-07,1,4
2012-11-08,1,5
2012-11-09,1,6
2012-11-10,0,7
2012-11-11,0,1
2012-11-12,1,2
2012-11-13,1,3
2012-11-14,1,4
2012-11-15,1,5
2012-11-16,1,6
2012-11-17,0,7
2012-11-18,0,1
2012-11-19,1,2
2012-11-20,1,3
2012-11-21,1,4
2012-11-22,1,5
2012-11-23,1,6
2012-11-24,0,7
2012-11-25,0,1
2012-11-26,1,2
2012-11-27,1,3
2012-11-28,1,4
2012-11-29,1,5
2012-11-30,1,6
2012-12-01,0,7
2012-12-02,0,1
2012-12-03,1,2
2012-12-04,1,3
2012-12-05,1,4
2012-12-06,1,5
2012-12-07,1,6
2012-12-08,0,7
2012-12-09,0,1
2012-12-10,1,2
2012-12-11,1,3
2012-12-12,1,4
2012-12-13,1,5
2012-12-14,1,6
2012-12-15,0,7
2012-12-16,0,1
2012-12-17,1,2
2012-12-18,1,3
2012-12-19,1,4
2012-12-20,1,5
2012-12-21,1,6
2012-12-22,0,7
2012-12-23,0,1
2012-12-24,1,2
2012-12-25,1,3
2012-12-26,1,4
2012-12-27,1,5
2012-12-28,1,6
2012-12-29,0,7
2012-12-30,0,1
2012-12-31,1,2
