trade_date,trade_status,day_week
2013-06-29,0,7
2013-06-30,0,1
2013-07-01,1,2
2013-07-02,1,3
2013-07-03,1,4
2013-07-04,1,5
2013-07-05,1,6
2013-07-06,0,7
2013-07-07,0,1
2013-07-08,1,2
2013-07-09,1,3
2013-07-10,1,4
2013-07-11,1,5
2013-07-12,1,6
2013-07-13,0,7
2013-07-14,0,1
2013-07-15,1,2
2013-07-16,1,3
2013-07-17,1,4
2013-07-18,1,5
2013-07-19,1,6
2013-07-20,0,7
2013-07-21,0,1
2013-07-22,1,2
2013-07-23,1,3
2013-07-24,1,4
2013-07-25,1,5
2013-07-26,1,6
2013-07-27,0,7
2013-07-28,0,1
2013-07-29,1,2
2013-07-30,1,3
2013-07-31,1,4
2013-08-01,1,5
2013-08-02,1,6
2013-08-03,0,7
2013-08-04,0,1
2013-08-05,1,2
2013-08-06,1,3
2013-08-07,1,4
2013-08-08,1,5
2013-08-09,1,6
2013-08-10,0,7
2013-08-11,0,1
2013-08-12,1,2
2013-08-13,1,3
2013-08-14,1,4
2013-08-15,1,5
2013-08-16,1,6
2013-08-17,0,7
2013-08-18,0,1
2013-08-19,1,2
2013-08-20,1,3
2013-08-21,1,4
2013-08-22,1,5
2013-08-23,1,6
2013-08-24,0,7
2013-08-25,0,1
2013-08-26,1,2
2013-08-27,1,3
2013-08-28,1,4
2013-08-29,1,5
2013-08-30,1,6
2013-08-31,0,7
2013-09-01,0,1
2013-09-02,1,2
2013-09-03,1,3
2013-09-04,1,4
2013-09-05,1,5
2013-09-06,1,6
2013-09-07,0,7
2013-09-08,0,1
2013-09-09,1,2
2013-09-10,1,3
2013-09-11,1,4
2013-09-12,1,5
2013-09-13,1,6
2013-09-14,0,7
2013-09-15,0,1
2013-09-16,1,2
2013-09-17,1,3
2013-09-18,1,4
2013-09-19,0,5
2013-09-20,0,6
2013-09-21,0,7
2013-09-22,0,1
2013-09-23,1,2
2013-09-24,1,3
2013-09-25,1,4
2013-09-26,1,5
2013-09-27,1,6
2013-09-28,0,7
2013-09-29,0,1
2013-09-30,1,2
2013-10-01,0,3
2013-10-02,0,4
2013-10-03,0,5
2013-10-04,0,6
2013-10-05,0,7
2013-10-06,0,1
2013-10-07,0,2
2013-10-08,1,3
2013-10-09,1,4
2013-10-10,1,5
2013-10-11,1,6
2013-10-12,0,7
2013-10-13,0,1
2013-10-14,1,2
2013-10-15,1,3
2013-10-16,1,4
2013-10-17,1,5
2013-10-18,1,6
2013-10-19,0,7
2013-10-20,0,1
2013-10-21,1,2
2013-10-22,1,3
2013-10-23,1,4
2013-10-24,1,5
2013-10-25,1,6
2013-10-26,0,7
2013-10-27,0,1
2013-10-28,1,2
2013-10-29,1,3
2013-10-30,1,4
2013-10-31,1,5
2013-11-01,1,6
2013-11-02,0,7
2013-11-03,0,1
2013-11-04,1,2
2013-11-05,1,3
2013-11-06,1,4
2013-11-07,1,5
2013-11-08,1,6
2013-11-09,0,7
2013-11-10,0,1
2013-11-11,1,2
2013-11-12,1,3
2013-11-13,1,4
2013-11-14,1,5
2013-11-15,1,6
2013-11-16,0,7
2013-11-17,0,1
2013-11-18,1,2
2013-11-19,1,3
2013-11-20,1,4
2013-11-21,1,5
2013-11-22,1,6
2013-11-23,0,7
2013-11-24,0,1
2013-11-25,1,2
2013-11-26,1,3
2013-11-27,1,4
2013-11-28,1,5
2013-11-29,1,6
2013-11-30,0,7
2013-12-01,0,1
2013-12-02,1,2
2013-12-03,1,3
2013-12-04,1,4
2013-12-05,1,5
2013-12-06,1,6
2013-12-07,0,7
2013-12-08,0,1
2013-12-09,1,2
2013-12-10,1,3
2013-12-11,1,4
2013-12-12,1,5
2013-12-13,1,6
2013-12-14,0,7
2013-12-15,0,1
2013-12-16,1,2
2013-12-17,1,3
2013-12-18,1,4
2013-12-19,1,5
2013-12-20,1,6
2013-12-21,0,7
2013-12-22,0,1
2013-12-23,1,2
2013-12-24,1,3
2013-12-25,1,4
2013-12-26,1,5
2013-12-27,1,6
2013-12-28,0,7
2013-12-29,0,1
2013-12-30,1,2
2013-12-31,1,3
