trade_date,trade_status,day_week
2006-08-29,1,3
2006-08-30,1,4
2006-08-31,1,5
2006-09-01,1,6
2006-09-02,0,7
2006-09-03,0,1
2006-09-04,1,2
2006-09-05,1,3
2006-09-06,1,4
2006-09-07,1,5
2006-09-08,1,6
2006-09-09,0,7
2006-09-10,0,1
2006-09-11,1,2
2006-09-12,1,3
2006-09-13,1,4
2006-09-14,1,5
2006-09-15,1,6
2006-09-16,0,7
2006-09-17,0,1
2006-09-18,1,2
2006-09-19,1,3
2006-09-20,1,4
2006-09-21,1,5
2006-09-22,1,6
2006-09-23,0,7
2006-09-24,0,1
2006-09-25,1,2
2006-09-26,1,3
2006-09-27,1,4
2006-09-28,1,5
2006-09-29,1,6
2006-09-30,0,7
2006-10-01,0,1
2006-10-02,0,2
2006-10-03,0,3
2006-10-04,0,4
2006-10-05,0,5
2006-10-06,0,6
2006-10-07,0,7
2006-10-08,0,1
2006-10-09,1,2
2006-10-10,1,3
2006-10-11,1,4
2006-10-12,1,5
2006-10-13,1,6
2006-10-14,0,7
2006-10-15,0,1
2006-10-16,1,2
2006-10-17,1,3
2006-10-18,1,4
2006-10-19,1,5
2006-10-20,1,6
2006-10-21,0,7
2006-10-22,0,1
2006-10-23,1,2
2006-10-24,1,3
2006-10-25,1,4
2006-10-26,1,5
2006-10-27,1,6
2006-10-28,0,7
2006-10-29,0,1
2006-10-30,1,2
2006-10-31,1,3
2006-11-01,1,4
2006-11-02,1,5
2006-11-03,1,6
2006-11-04,0,7
2006-11-05,0,1
2006-11-06,1,2
2006-11-07,1,3
2006-11-08,1,4
2006-11-09,1,5
2006-11-10,1,6
2006-11-11,0,7
2006-11-12,0,1
2006-11-13,1,2
2006-11-14,1,3
2006-11-15,1,4
2006-11-16,1,5
2006-11-17,1,6
2006-11-18,0,7
2006-11-19,0,1
2006-11-20,1,2
2006-11-21,1,3
2006-11-22,1,4
2006-11-23,1,5
2006-11-24,1,6
2006-11-25,0,7
2006-11-26,0,1
2006-11-27,1,2
2006-11-28,1,3
2006-11-29,1,4
2006-11-30,1,5
2006-12-01,1,6
2006-12-02,0,7
2006-12-03,0,1
2006-12-04,1,2
2006-12-05,1,3
2006-12-06,1,4
2006-12-07,1,5
2006-12-08,1,6
2006-12-09,0,7
2006-12-10,0,1
2006-12-11,1,2
2006-12-12,1,3
2006-12-13,1,4
2006-12-14,1,5
2006-12-15,1,6
2006-12-16,0,7
2006-12-17,0,1
2006-12-18,1,2
2006-12-19,1,3
2006-12-20,1,4
2006-12-21,1,5
2006-12-22,1,6
2006-12-23,0,7
2006-12-24,0,1
2006-12-25,1,2
2006-12-26,1,3
2006-12-27,1,4
2006-12-28,1,5
2006-12-29,1,6
2006-12-30,0,7
2006-12-31,0,1
