trade_date,trade_status,day_week
2020-05-09,0,7
2020-05-10,0,1
2020-05-11,1,2
2020-05-12,1,3
2020-05-13,1,4
2020-05-14,1,5
2020-05-15,1,6
2020-05-16,0,7
2020-05-17,0,1
2020-05-18,1,2
2020-05-19,1,3
2020-05-20,1,4
2020-05-21,1,5
2020-05-22,1,6
2020-05-23,0,7
2020-05-24,0,1
2020-05-25,1,2
2020-05-26,1,3
2020-05-27,1,4
2020-05-28,1,5
2020-05-29,1,6
2020-05-30,0,7
2020-05-31,0,1
2020-06-01,1,2
2020-06-02,1,3
2020-06-03,1,4
2020-06-04,1,5
2020-06-05,1,6
2020-06-06,0,7
2020-06-07,0,1
2020-06-08,1,2
2020-06-09,1,3
2020-06-10,1,4
2020-06-11,1,5
2020-06-12,1,6
2020-06-13,0,7
2020-06-14,0,1
2020-06-15,1,2
2020-06-16,1,3
2020-06-17,1,4
2020-06-18,1,5
2020-06-19,1,6
2020-06-20,0,7
2020-06-21,0,1
2020-06-22,1,2
2020-06-23,1,3
2020-06-24,1,4
2020-06-25,0,5
2020-06-26,0,6
2020-06-27,0,7
2020-06-28,0,1
2020-06-29,1,2
2020-06-30,1,3
2020-07-01,1,4
2020-07-02,1,5
2020-07-03,1,6
2020-07-04,0,7
2020-07-05,0,1
2020-07-06,1,2
2020-07-07,1,3
2020-07-08,1,4
2020-07-09,1,5
2020-07-10,1,6
2020-07-11,0,7
2020-07-12,0,1
2020-07-13,1,2
2020-07-14,1,3
2020-07-15,1,4
2020-07-16,1,5
2020-07-17,1,6
2020-07-18,0,7
2020-07-19,0,1
2020-07-20,1,2
2020-07-21,1,3
2020-07-22,1,4
2020-07-23,1,5
2020-07-24,1,6
2020-07-25,0,7
2020-07-26,0,1
2020-07-27,1,2
2020-07-28,1,3
2020-07-29,1,4
2020-07-30,1,5
2020-07-31,1,6
2020-08-01,0,7
2020-08-02,0,1
2020-08-03,1,2
2020-08-04,1,3
2020-08-05,1,4
2020-08-06,1,5
2020-08-07,1,6
2020-08-08,0,7
2020-08-09,0,1
2020-08-10,1,2
2020-08-11,1,3
2020-08-12,1,4
2020-08-13,1,5
2020-08-14,1,6
2020-08-15,0,7
2020-08-16,0,1
2020-08-17,1,2
2020-08-18,1,3
2020-08-19,1,4
2020-08-20,1,5
2020-08-21,1,6
2020-08-22,0,7
2020-08-23,0,1
2020-08-24,1,2
2020-08-25,1,3
2020-08-26,1,4
2020-08-27,1,5
2020-08-28,1,6
2020-08-29,0,7
2020-08-30,0,1
2020-08-31,1,2
2020-09-01,1,3
2020-09-02,1,4
2020-09-03,1,5
2020-09-04,1,6
2020-09-05,0,7
2020-09-06,0,1
2020-09-07,1,2
2020-09-08,1,3
2020-09-09,1,4
2020-09-10,1,5
2020-09-11,1,6
2020-09-12,0,7
2020-09-13,0,1
2020-09-14,1,2
2020-09-15,1,3
2020-09-16,1,4
2020-09-17,1,5
2020-09-18,1,6
2020-09-19,0,7
2020-09-20,0,1
2020-09-21,1,2
2020-09-22,1,3
2020-09-23,1,4
2020-09-24,1,5
2020-09-25,1,6
2020-09-26,0,7
2020-09-27,0,1
2020-09-28,1,2
2020-09-29,1,3
2020-09-30,1,4
2020-10-01,0,5
2020-10-02,0,6
2020-10-03,0,7
2020-10-04,0,1
2020-10-05,0,2
2020-10-06,0,3
2020-10-07,0,4
2020-10-08,0,5
2020-10-09,1,6
2020-10-10,0,7
2020-10-11,0,1
2020-10-12,1,2
2020-10-13,1,3
2020-10-14,1,4
2020-10-15,1,5
2020-10-16,1,6
2020-10-17,0,7
2020-10-18,0,1
2020-10-19,1,2
2020-10-20,1,3
2020-10-21,1,4
2020-10-22,1,5
2020-10-23,1,6
2020-10-24,0,7
2020-10-25,0,1
2020-10-26,1,2
2020-10-27,1,3
2020-10-28,1,4
2020-10-29,1,5
2020-10-30,1,6
2020-10-31,0,7
2020-11-01,0,1
2020-11-02,1,2
2020-11-03,1,3
2020-11-04,1,4
2020-11-05,1,5
2020-11-06,1,6
2020-11-07,0,7
2020-11-08,0,1
2020-11-09,1,2
2020-11-10,1,3
2020-11-11,1,4
2020-11-12,1,5
2020-11-13,1,6
2020-11-14,0,7
2020-11-15,0,1
2020-11-16,1,2
2020-11-17,1,3
2020-11-18,1,4
2020-11-19,1,5
2020-11-20,1,6
2020-11-21,0,7
2020-11-22,0,1
2020-11-23,1,2
2020-11-24,1,3
2020-11-25,1,4
2020-11-26,1,5
2020-11-27,1,6
2020-11-28,0,7
2020-11-29,0,1
2020-11-30,1,2
2020-12-01,1,3
2020-12-02,1,4
2020-12-03,1,5
2020-12-04,1,6
2020-12-05,0,7
2020-12-06,0,1
2020-12-07,1,2
2020-12-08,1,3
2020-12-09,1,4
2020-12-10,1,5
2020-12-11,1,6
2020-12-12,0,7
2020-12-13,0,1
2020-12-14,1,2
2020-12-15,1,3
2020-12-16,1,4
2020-12-17,1,5
2020-12-18,1,6
2020-12-19,0,7
2020-12-20,0,1
2020-12-21,1,2
2020-12-22,1,3
2020-12-23,1,4
2020-12-24,1,5
2020-12-25,1,6
2020-12-26,0,7
2020-12-27,0,1
2020-12-28,1,2
2020-12-29,1,3
2020-12-30,1,4
2020-12-31,1,5
