trade_date,trade_status,day_week
2019-08-14,1,4
2019-08-15,1,5
2019-08-16,1,6
2019-08-17,0,7
2019-08-18,0,1
2019-08-19,1,2
2019-08-20,1,3
2019-08-21,1,4
2019-08-22,1,5
2019-08-23,1,6
2019-08-24,0,7
2019-08-25,0,1
2019-08-26,1,2
2019-08-27,1,3
2019-08-28,1,4
2019-08-29,1,5
2019-08-30,1,6
2019-08-31,0,7
2019-09-01,0,1
2019-09-02,1,2
2019-09-03,1,3
2019-09-04,1,4
2019-09-05,1,5
2019-09-06,1,6
2019-09-07,0,7
2019-09-08,0,1
2019-09-09,1,2
2019-09-10,1,3
2019-09-11,1,4
2019-09-12,1,5
2019-09-13,0,6
2019-09-14,0,7
2019-09-15,0,1
2019-09-16,1,2
2019-09-17,1,3
2019-09-18,1,4
2019-09-19,1,5
2019-09-20,1,6
2019-09-21,0,7
2019-09-22,0,1
2019-09-23,1,2
2019-09-24,1,3
2019-09-25,1,4
2019-09-26,1,5
2019-09-27,1,6
2019-09-28,0,7
2019-09-29,0,1
2019-09-30,1,2
2019-10-01,0,3
2019-10-02,0,4
2019-10-03,0,5
2019-10-04,0,6
2019-10-05,0,7
2019-10-06,0,1
2019-10-07,0,2
2019-10-08,1,3
2019-10-09,1,4
2019-10-10,1,5
2019-10-11,1,6
2019-10-12,0,7
2019-10-13,0,1
2019-10-14,1,2
2019-10-15,1,3
2019-10-16,1,4
2019-10-17,1,5
2019-10-18,1,6
2019-10-19,0,7
2019-10-20,0,1
2019-10-21,1,2
2019-10-22,1,3
2019-10-23,1,4
2019-10-24,1,5
2019-10-25,1,6
2019-10-26,0,7
2019-10-27,0,1
2019-10-28,1,2
2019-10-29,1,3
2019-10-30,1,4
2019-10-31,1,5
2019-11-01,1,6
2019-11-02,0,7
2019-11-03,0,1
2019-11-04,1,2
2019-11-05,1,3
2019-11-06,1,4
2019-11-07,1,5
2019-11-08,1,6
2019-11-09,0,7
2019-11-10,0,1
2019-11-11,1,2
2019-11-12,1,3
2019-11-13,1,4
2019-11-14,1,5
2019-11-15,1,6
2019-11-16,0,7
2019-11-17,0,1
2019-11-18,1,2
2019-11-19,1,3
2019-11-20,1,4
2019-11-21,1,5
2019-11-22,1,6
2019-11-23,0,7
2019-11-24,0,1
2019-11-25,1,2
2019-11-26,1,3
2019-11-27,1,4
2019-11-28,1,5
2019-11-29,1,6
2019-11-30,0,7
2019-12-01,0,1
2019-12-02,1,2
2019-12-03,1,3
2019-12-04,1,4
2019-12-05,1,5
2019-12-06,1,6
2019-12-07,0,7
2019-12-08,0,1
2019-12-09,1,2
2019-12-10,1,3
2019-12-11,1,4
2019-12-12,1,5
2019-12-13,1,6
2019-12-14,0,7
2019-12-15,0,1
2019-12-16,1,2
2019-12-17,1,3
2019-12-18,1,4
2019-12-19,1,5
2019-12-20,1,6
2019-12-21,0,7
2019-12-22,0,1
2019-12-23,1,2
2019-12-24,1,3
2019-12-25,1,4
2019-12-26,1,5
2019-12-27,1,6
2019-12-28,0,7
2019-12-29,0,1
2019-12-30,1,2
2019-12-31,1,3
