trade_date,trade_status,day_week
2016-07-09,0,7
2016-07-10,0,1
2016-07-11,1,2
2016-07-12,1,3
2016-07-13,1,4
2016-07-14,1,5
2016-07-15,1,6
2016-07-16,0,7
2016-07-17,0,1
2016-07-18,1,2
2016-07-19,1,3
2016-07-20,1,4
2016-07-21,1,5
2016-07-22,1,6
2016-07-23,0,7
2016-07-24,0,1
2016-07-25,1,2
2016-07-26,1,3
2016-07-27,1,4
2016-07-28,1,5
2016-07-29,1,6
2016-07-30,0,7
2016-07-31,0,1
2016-08-01,1,2
2016-08-02,1,3
2016-08-03,1,4
2016-08-04,1,5
2016-08-05,1,6
2016-08-06,0,7
2016-08-07,0,1
2016-08-08,1,2
2016-08-09,1,3
2016-08-10,1,4
2016-08-11,1,5
2016-08-12,1,6
2016-08-13,0,7
2016-08-14,0,1
2016-08-15,1,2
2016-08-16,1,3
2016-08-17,1,4
2016-08-18,1,5
2016-08-19,1,6
2016-08-20,0,7
2016-08-21,0,1
2016-08-22,1,2
2016-08-23,1,3
2016-08-24,1,4
2016-08-25,1,5
2016-08-26,1,6
2016-08-27,0,7
2016-08-28,0,1
2016-08-29,1,2
2016-08-30,1,3
2016-08-31,1,4
2016-09-01,1,5
2016-09-02,1,6
2016-09-03,0,7
2016-09-04,0,1
2016-09-05,1,2
2016-09-06,1,3
2016-09-07,1,4
2016-09-08,1,5
2016-09-09,1,6
2016-09-10,0,7
2016-09-11,0,1
2016-09-12,1,2
2016-09-13,1,3
2016-09-14,1,4
2016-09-15,0,5
2016-09-16,0,6
2016-09-17,0,7
2016-09-18,0,1
2016-09-19,1,2
2016-09-20,1,3
2016-09-21,1,4
2016-09-22,1,5
2016-09-23,1,6
2016-09-24,0,7
2016-09-25,0,1
2016-09-26,1,2
2016-09-27,1,3
2016-09-28,1,4
2016-09-29,1,5
2016-09-30,1,6
2016-10-01,0,7
2016-10-02,0,1
2016-10-03,0,2
2016-10-04,0,3
2016-10-05,0,4
2016-10-06,0,5
2016-10-07,0,6
2016-10-08,0,7
2016-10-09,0,1
2016-10-10,1,2
2016-10-11,1,3
2016-10-12,1,4
2016-10-13,1,5
2016-10-14,1,6
2016-10-15,0,7
2016-10-16,0,1
2016-10-17,1,2
2016-10-18,1,3
2016-10-19,1,4
2016-10-20,1,5
2016-10-21,1,6
2016-10-22,0,7
2016-10-23,0,1
2016-10-24,1,2
2016-10-25,1,3
2016-10-26,1,4
2016-10-27,1,5
2016-10-28,1,6
2016-10-29,0,7
2016-10-30,0,1
2016-10-31,1,2
2016-11-01,1,3
2016-11-02,1,4
2016-11-03,1,5
2016-11-04,1,6
2016-11-05,0,7
2016-11-06,0,1
2016-11-07,1,2
2016-11-08,1,3
2016-11-09,1,4
2016-11-10,1,5
2016-11-11,1,6
2016-11-12,0,7
2016-11-13,0,1
2016-11-14,1,2
2016-11-15,1,3
2016-11-16,1,4
2016-11-17,1,5
2016-11-18,1,6
2016-11-19,0,7
2016-11-20,0,1
2016-11-21,1,2
2016-11-22,1,3
2016-11-23,1,4
2016-11-24,1,5
2016-11-25,1,6
2016-11-26,0,7
2016-11-27,0,1
2016-11-28,1,2
2016-11-29,1,3
2016-11-30,1,4
2016-12-01,1,5
2016-12-02,1,6
2016-12-03,0,7
2016-12-04,0,1
2016-12-05,1,2
2016-12-06,1,3
2016-12-07,1,4
2016-12-08,1,5
2016-12-09,1,6
2016-12-10,0,7
2016-12-11,0,1
2016-12-12,1,2
2016-12-13,1,3
2016-12-14,1,4
2016-12-15,1,5
2016-12-16,1,6
2016-12-17,0,7
2016-12-18,0,1
2016-12-19,1,2
2016-12-20,1,3
2016-12-21,1,4
2016-12-22,1,5
2016-12-23,1,6
2016-12-24,0,7
2016-12-25,0,1
2016-12-26,1,2
2016-12-27,1,3
2016-12-28,1,4
2016-12-29,1,5
2016-12-30,1,6
2016-12-31,0,7
